Institución que abrió la licitación,Institución Destino,Fecha de apertura,Mantenimiento de la oferta,Código de licitación,N° Expediente,Descripción Extraida,Producto,Cantidad,Unidades,Nro Renglón,Línea de Producto,Latitud,Longitud
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,FORMULA LACTEA DE INICIO EN POLVO (DESDE EL NACIMINETO HASTA ÑPS 6 MESES DE EDAD) TIPO VITAL INFANTIL I- LATA CON CIERRE HERMETICO X900GR APROX,VITAL 1 X 800G,660,UN,33,Vital,-34.5112578,-58.4906088
HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,2025-01-09,60 dias,47/2025,EX-2024-38915094- -GDEBA-HIAEPSSMLMSALGP,"SUPLEMENTO ORAL COMPLETO LISTO PARA CONSUMIR EN PEDIATRÍA NORMOCALÓRICO-PROTEÍNA ENTERA (1-10 AÑOS) 1KCAL/ML 237ML - BOTELLA- SABOR VAINILLA. UNIDAD Se solicita ENVASES de 220 a 250 ml, sabor vainilla o chocolate",FORTISIP VAINILLA BOTELLA X 200ML,12000,UNIDAD,1,Fortisip,-34.9323347,-57.9430549
HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,2025-01-09,60 dias,47/2025,EX-2024-38915094- -GDEBA-HIAEPSSMLMSALGP,"SUPLEMENTO ORAL COMPLETO LISTO PARA CONSUMIR EN PEDIATRÍA-HIPERCALÓRICO PROTEÍNA ENTERA-SIN LACTOSA (1-12 AÑOS) 1.5KCAL/ML 200ML.BOTELLA.SABOR FRUTILLA/BANANA Se solicita ENVASES de 220 a 250 ml, sabor vainilla o chocolate",FORTINI COMPACT MF FRUT BOT 125 ML,13000,UNIDAD,2,Fortini,-34.9323347,-57.9430549
HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,2025-01-09,60 dias,47/2025,EX-2024-38915094- -GDEBA-HIAEPSSMLMSALGP,"FÓRMULA PARA METABOLOPATÍA. POLVO ENVASE 400GRS AMINOÁCIDOS LIBRE DE FENILALANINA Y TIROSINA, CON HIDRATOS DE CARBONO, VITAMINAS, MINERALES Y OLIGOELEMENTOSP/TIROSINEMIA HEREDITARIA TIPO I . Para mayores de 1 año. Semejante a TYR ANAMIX JUNIOR.",ANAMIX JUNIOR TYR NEUTRO LATA X 400G,60,UNIDAD,3,Anamix,-34.9323347,-57.9430549
HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,2025-01-09,60 dias,47/2025,EX-2024-38915094- -GDEBA-HIAEPSSMLMSALGP,"FÓRMULA PARA USO EN METABOLOPATÍA. MEZCLA DE AMINOÁCIDOS LIBRE DE LEUCINA C/ H.CARBONO, VIT., MINER. Y OLIGOELEM. P/NIÑOS >1 LATA X 400/500 GR - POLVO Semejante a IVA JUNIOR",IVA ANAMIX JUNIOR NEUTRO 400G,60,UNIDAD,4,Anamix,-34.9323347,-57.9430549
HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,2025-01-09,60 dias,47/2025,EX-2024-38915094- -GDEBA-HIAEPSSMLMSALGP,FÓRMULA PARA USO ESPECÍFICO EN PEDIATRÍA-COMPLETA-PROTEÍNA ENTERA CON RELACIÓN 4:1(GRASAS:HC+PROT.) 1.46KCAL/ML 300G.LATA-UNIDAD-SABOR VAINILLA/NEUTRO,KETOCAL 4:1 6X300G,25,UNIDAD,5,Ketocal,-34.9323347,-57.9430549
HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,2025-01-09,60 dias,47/2025,EX-2024-38915094- -GDEBA-HIAEPSSMLMSALGP,FÓRMULA COMPLETA EN POLVO PARA PEDIATRÍA PROTEÍNA AISLADA DE SOJA - SIN LACTOSA 0.7KCAL/ML 400 G - LATA - UNIDAD,NUTRILON SOYA LATA X 400G,25,UNIDAD,6,Nutrilon,-34.9323347,-57.9430549
HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,2025-01-09,60 dias,47/2025,EX-2024-38915094- -GDEBA-HIAEPSSMLMSALGP,FÓRMULA PARA USO ESPECÍFICO EN PEDIATRÍA COMPLETA-ELEMENTA-SIN LACTOSA (<1 AÑO) 0.7KCAL/ML - 400G-LATA- SABOR NEUTRO - UNIDAD CON AMINOÁCIDOS DE SÍNTESIS (100%),NEOCATE GOLD LATA X 400G,350,UNIDAD,7,Neocate,-34.9323347,-57.9430549
MINISTERIO DE SALUD,HOSPITAL DR. JOSÉ A. CEBALLOS,2025-04-01,30 días según Ley 10.155 - Decreto Reglamentario 305/14,038/458-17,,NUTRICION LIQUIDA ENTERAL COMPLETA (PARA PACIENTES DIABÉTICOS 1 Y 2) X 500 ML (TIPO DIBEN O NUTRISON ADV DIASON O GLUCERNA O EQUIVALENTE),NUTRISON ADVANCED DIASON PACK X 1L,25,UNIDAD,25,Nutrison,-34.9252855,-57.9593784
MINISTERIO DE SALUD,HOSPITAL DR. JOSÉ A. CEBALLOS,2025-04-01,30 días según Ley 10.155 - Decreto Reglamentario 305/14,038/458-17,,"SUPLEM.NUTRIC. S/FIB.VIA ORAL-ENT.MALTODEXT.,CASEINATO DE CA-NA LIBRE LACT/GLU POLVO (TIPO ENSURE - FRESUBIN POLVO - FORTISIP STANDARD O EQUIVALENTE)",FORTISIP MAX NEUTRO LATA X 350G,15,UNIDAD,26,Fortisip,-34.9252855,-57.9593784
MINISTERIO DE SALUD,HOSPITAL DR. JOSÉ A. CEBALLOS,2025-04-01,30 días según Ley 10.155 - Decreto Reglamentario 305/14,038/458-17,,"SUPLEMENTO NUTRIC LIQUIDO COMPLETO P/ VIA ORAL .HIPERCAL SIN FIBRA, GLUTEN Y LACTOSA X 200 - 250 ML (TIPO ENSURE PLUS O FORTISIP O EQUIVALENTE)",FORTISIP VAINILLA BOTELLA X 200ML,75,UNIDAD,27,Fortisip,-34.9252855,-57.9593784
MINISTERIO DE SALUD,HOSPITAL DR. JOSÉ A. CEBALLOS,2025-04-01,30 días según Ley 10.155 - Decreto Reglamentario 305/14,038/458-17,,FORMULA SEMIELEMENTAL A BASE DE CASEINATO DE SODIO HIDROLIZADO.SIN FIBRAS .LIBRE DE LACTOSA. POLVO X 400 G -- KAS 1000-NUTRAMIGEN LIPIL,KAS 1000 LATA X 400G,3,UNIDAD,28,Kas 1000,-34.9252855,-57.9593784
MINISTERIO DE SALUD,HOSPITAL DR. JOSÉ A. CEBALLOS,2025-04-01,30 días según Ley 10.155 - Decreto Reglamentario 305/14,038/458-17,,"ALIMENTO PARA PROPOSITOS MEDICOS ESPECIFICOS, CON ACIDOS GRASOS POLIINSATURADOS DE CADENA LARGA Y NUCLEOTICOS. PARA LACTANTES DE BAJO PESO AL NACER. LIBRE DE GLUTEN. LIQUIDO X 70 ML -- PRE-NAN-NUTRILON PREMATUROS-ENFAMIL PREMATURO",NUTRILON PREMATUROS 1 BOTELLA X 70ML,24,UNIDAD,29,Nutrilon,-34.9252855,-57.9593784
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,LECHE MODIFICADA P/PREMATUROS (FORMULA LIQUIDA) Presentación: X 77 ML Solicitado: ENVASE,NUTRILON PREMATUROS 1 BOTELLA X 70ML,,UNIDAD/S,1,Nutrilon,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,LECHE SIN LACTOSA (FORMULA DE INICIO) Presentación: X 400/500 GR Solicitado: ENVASE,NUTRILON SIN LACTOSA LATA X350G,,UNIDAD/S,2,Nutrilon,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,LECHE EN POLVO FORTIFICADA CON HIERRO (p/ 0 a 6 meses)X KILOGRAMO Presentación: 900/1000 G Solicitado: ENVASE,NUTRILON 1 LATA X 800G,,UNIDAD/S,3,Nutrilon,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,LECHE EN POLVO FORTIFICADA CON HIERRO (p/ 0 a 6 meses)X KILOGRAMO Presentación: 900/1000 G Solicitado: ENVASE,VITAL 1 X 800G,,UNIDAD/S,3,Vital,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,HIDROLIZADO DE AMINOACIDOS ESENCIALES (TIPO NEOCATE) Presentación: X 450 G Solicitado: ENVASE,NEOCATE GOLD LATA X 400G,,UNIDAD/S,6,Neocate,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,"SUPLEMENTO NUTRICIONAL A BASE DE PROTEINAS, LIPIDOS Y CARBOHIDRATOS(TIPO ENSURE) Presentacion: X 800/1000 GR Solicitado: ENVASE",FORTISIP MAX NEUTRO LATA X 700G,,UNIDAD/S,7,Fortisip,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,FORMULA NUTRICIONAL TIPO PEDIASURE Presentacion: 400 GRS. Solicitado: ENVASE,FORTINI VAINILLA LATA X 400G,,UNIDAD/S,8,Fortini,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,FORMULA NUTRICIONAL TIPO PEDIASURE Presentacion: 400 GRS. Solicitado: ENVASE,FORTINI NEUTRO LATA X 400G,,UNIDAD/S,8,Fortini,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,SUPLEMENTO DIETARIO PEDIATRICO P/ALIMENTACION ENTERAL Presentación: X 500 ML Solicitado: ENVASE,NUTRINI ENERGY MF  OPTRI X 500ML,,UNIDAD/S,10,Nutrini,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,SUPLEMENTO NUTRICIONAL PARA DIABETICOS Presentación: 350 GRS. Solicitado: UNIDAD,DIASIP LATA X 350G,,UNIDAD/S,12,Diasip,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,AZUCAR BIFIDOGENICA Presentación: X 450 G Solicitado: UNIDAD,BIFIDOSA X 375 GR,,UNIDAD/S,13,Bifidosa,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,MALTODEXTRINA Presentación: X 450 G Solicitado: ENVASE,POLIMEROSA LATA X 320 G,,UNIDAD/S,14,Polimerosa,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,CASEINATO DE CALCIO (TIPO SECALBUM) Presentación: X 250 G Solicitado: ENVASE,SECALBUM LATA X 225 GR,,UNIDAD/S,15,Secalbum,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,LECHE ANTIRREFLUJO C/ALMIDON DE ARROZ Presentación: X 400/450 G Solicitado: ENVASE,VITAL AR LATA X 400G,,UNIDAD/S,17,Vital,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,LECHE ANTIRREFLUJO C/ALMIDON DE ARROZ Presentación: X 400/450 G Solicitado: ENVASE,NUTRILON AR 1 LATA X 400G,,UNIDAD/S,17,Nutrilon,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,HIDROLIZADO DE PROTEINAS DE SUERO + TRIGLICERIDOS SIN LACTOSA (TIPO PEPTI JUNIOR-ALFARE-NUTRAMIGEN) Presentacion: ENVASE,NUTRILON PEPTI JUNIOR LATA X 400G,,UNIDAD/S,18,Nutrilon,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,FORMULA CON BAJO CONTENIDO EN TRIGLICERIDOS CADENA LARGA (TCL) Y RICA EN TRIGLICERIDOS CADENA MEDIA (TCM) P/PACIENTES CON QUILOTORAX T/MONOGEN Presentación: X 400 GRAMOS Solicitado: LATA,MONOGEN LATA X 400G,,UNIDAD/S,19,Monogen,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,FÓRMULA NUTRICIONAL DE RÁPIDA RECUPERACIÓN - SIN SACAROSA - SIN LACTOSA - SIN TACC Presentacion: POLVO Solicitado: ENVASE,VITAL RR LATA X 350G,,UNIDAD/S,21,Vital,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,FORMULA CETOGENICA P/TRATAMIENTO DIETETICO DE EPILEPSIA (RELACION 4:1 LIPIDOS + PROTEINAS)TIPO KETOCAL Presentación: ENVASE,KETOCAL 4:1 6X300G,,UNIDAD/S,22,Ketocal,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,SUPLEMENTO NUTRICIONAL BEBIBLE Presentación: X 200 CC Solicitado: ENVASE,FORTISIP VAINILLA BOTELLA X 200ML,,UNIDAD/S,23,Fortisip,,
HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,HOSPITAL MATERNO INFANTIL HUMBERTO NOTTI,2024-12-13,30 días hábiles,20802-0149-LPU24,EX-2024-07951214- -GDEMZA-HNOTTI#MSDSYD,HIDROLIZADO DE CASEINATO DE SODIO + MALTODEXTRINA (TIPO K1000) Presentación: X 400 G Solicitado: ENVASE,KAS 1000 LATA X 400G,,UNIDAD/S,24,Kas 1000,,
HOSPITAL PEDIATRICO DEL NIÑO JESUS,HOSPITAL PEDIATRICO DEL NIÑO JESUS,2025-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,0043/2025,,"FORMULA COMPLETA Y BALANCEADA COMBINADA CON 5 GRUPOS DE NUTRIENTES ESENCIALES (CARBOHIDRATOS, PROTEINAS, ACIDOS GRASOS ESENCIALES, VITAMINAS Y MINERALES). CONTIENE CALCIO, VITAMINA D, FIBRAS Y LACTOBACILLUS. LIBRE DE GLUTEN. SIN TACC. PARA NIÑOS DE 1 A 10 AÑOS. POLVO X 400 G SABOR VAINILLA - TIPO PEDIASURE/SUSTENTA SABOR VAINILLA - NO CHOCOLATE FORTINI NO SABOR A CHOCOLATE",FORTINI VAINILLA LATA X 400G,24,POLVO X 400 G,1,Fortini,-31.3989369,-64.1971924
HOSPITAL PEDIATRICO DEL NIÑO JESUS,HOSPITAL PEDIATRICO DEL NIÑO JESUS,2025-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,0043/2025,,FORMULA PARA LACTANTES SIN LACTOSA POLVO X 400 G - TIPO NUTRILON SIN LACTOSA - NAN SIN LACTOSA,NUTRILON SIN LACTOSA LATA X350G,24,POLVO X 400 G,2,Nutrilon,-31.3989369,-64.1971924
HOSPITAL PEDIATRICO DEL NIÑO JESUS,HOSPITAL PEDIATRICO DEL NIÑO JESUS,2025-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,0043/2025,,MODULO DE HIDRATOS DE CARBONO EN BASE A MALTODEXTRINA X 400 G (TIPO POLIMEROSA O EQUIVALENTE),POLIMEROSA LATA X 320 G,6,POLVO X 400 G,3,Polimerosa,-31.3989369,-64.1971924
HOSPITAL PEDIATRICO DEL NIÑO JESUS,HOSPITAL PEDIATRICO DEL NIÑO JESUS,2025-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,0043/2025,,"FORMULA A BASE DE JARABE DE GLUCOSA SUERO HIDROLIZADO TRIGLICERIDOS DE CADENA MEDIA, ACEITES VEGETALES, VITAMINAS Y MINERALES.PARA LACTANTES Y NIÑOS. LIBRE DE GLUTEN .SIN TACC. POLVO X 400 G -- NUTRILON PEPTI JUNIOR HE",NUTRILON PEPTI JUNIOR LATA X 400G,100,POLVO X 400 G,4,Nutrilon,-31.3989369,-64.1971924
HOSPITAL PEDIATRICO DEL NIÑO JESUS,HOSPITAL PEDIATRICO DEL NIÑO JESUS,2025-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,0043/2025,,"ALIMENTO PARA PROPOSITOS MEDICOS ESPECIFICOS, CON ACIDOS GRASOS POLIINSATURADOS DE CADENA LARGA Y NUCLEOTICOS. PARA LACTANTES DE BAJO PESO AL NACER. LIBRE DE GLUTEN. POLVO X 400 G -- PRE-NAN-NUTRILON PREMATUROS-ENFABEBE PREMATURO- NUTRIBABY PREMATURO",NUTRILON PREMATUROS 1 X 400GR,6,POLVO X 400 G,5,Nutrilon,-31.3989369,-64.1971924
HOSPITAL PEDIATRICO DEL NIÑO JESUS,HOSPITAL PEDIATRICO DEL NIÑO JESUS,2025-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,0043/2025,,FORMULA POLIMERICA COMPLETA PEDAITRICA. LIBRE DE LACTOSA .POLVO X 400 G -- PEDIASURE-SUSTENTA,FORTINI VAINILLA LATA X 400G,24,POLVO X 400 G,6,Fortini,-31.3989369,-64.1971924
HOSPITAL PEDIATRICO DEL NIÑO JESUS,HOSPITAL PEDIATRICO DEL NIÑO JESUS,2025-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,0043/2025,,FORMULA POLIMERICA COMPLETA PEDAITRICA. LIBRE DE LACTOSA .POLVO X 400 G -- PEDIASURE-SUSTENTA,FORTINI NEUTRO LATA X 400G,24,POLVO X 400 G,6,Fortini,-31.3989369,-64.1971924
HOSPITAL PEDIATRICO DEL NIÑO JESUS,HOSPITAL PEDIATRICO DEL NIÑO JESUS,2025-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,0043/2025,,"FORMULA ELEMENTAL PARA LACTANTES DE O A 12 MESES CON AMINOACIDOS, CARBOHIDRATOS Y ASOCIADOS. POLVO X 400 G -- NEOCATE GOLD",NEOCATE GOLD LATA X 400G,16,POLVO X 400 G,7,Neocate,-31.3989369,-64.1971924
HOSPITAL PEDIATRICO DEL NIÑO JESUS,HOSPITAL PEDIATRICO DEL NIÑO JESUS,2025-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,0043/2025,,ESPESANTE INSTANTANEO PARA ALIMENTOS Y BEBIDAS. ALMIDON DE MAIZ INTANTANEO. POLVO X 400 G -- ESPESAN,ESPESAN PLUS (NUTILIS) 12X300G ARG,16,POLVO X 400 G,8,Espesan,-31.3989369,-64.1971924
HOSPITAL PEDIATRICO DEL NIÑO JESUS,HOSPITAL PEDIATRICO DEL NIÑO JESUS,2025-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,0043/2025,,FORMULA PARA LACTANTES QUE AYUDA A EQUILIBRAR LA MICROBIOTA INTESTINAL FAVORECIENDO EL DESARROLLO DEL SISTEMA INMUNE. POLVO X 400 G -- NAN HA- NUTRILON HA,NUTRILON HA LATA X 400 GRS,12,POLVO X 400 G,9,Nutrilon,-31.3989369,-64.1971924
MINISTERIO DE SALUD DE CÓRDOBA,HOSPITAL DR. ARTURO ILLIA - ALTA GRACIA,2024-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,068-458-08,,"FORMULA ENTERAL LIQUIDA COMPLETA DE ALTA DENSIDAD ENERGETICA (1,5 KCAL/ML) X 500 O 1000 ML (TIPO FRESUBIN ENERGY O NUTRISON ENERGY O EQUIVALENTE)",NUTRISON PACK ENERGY 1000 ML,10,UNIDAD,69,Nutrison,-27.4648819,-58.8340973
MINISTERIO DE SALUD DE CÓRDOBA,HOSPITAL DR. ARTURO ILLIA - ALTA GRACIA,2024-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,068-458-08,,NUTRICION LIQUIDA ENTERAL COMPLETA NORMOCALORICA E HIPERPROTEICA PARA PACIENTES METABOLICAMENTE ESTRESADOS X 500 ML (TIPO RECONVAN O EQUIVALENTE),NUTRISON ADV CUBISON 1L OPTRIBOTTLE,8,UNIDAD,70,Nutrison,-27.4648819,-58.8340973
MINISTERIO DE SALUD DE CÓRDOBA,HOSPITAL DR. ARTURO ILLIA - ALTA GRACIA,2024-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,068-458-08,,"SUPLEMENTO NUTRIC LIQUIDO COMPLETO P/ VIA ORAL .HIPERCAL SIN FIBRA, GLUTEN Y LACTOSA X 200 - 250 ML (TIPO ENSURE PLUS O FORTISIP O EQUIVALENTE)",FORTISIP VAINILLA BOTELLA X 200ML,8,UNIDAD,71,Fortisip,-27.4648819,-58.8340973
MINISTERIO DE SALUD DE CÓRDOBA,HOSPITAL DR. ARTURO ILLIA - ALTA GRACIA,2024-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,068-458-08,,"SUPLEMENTO NUTRICIONAL VIA ORAL SEMISOLIDO, HIPERCALORICO E HIPERPROTEICO SIN FIBRA, X 125 G VARIOS SABORES (TIPO FRESUBIN 2KCAL CREME, ETC)",FORTISIP COMPACT VAN 24X125ML PB AR,15,UNIDAD,72,Fortisip,-27.4648819,-58.8340973
MINISTERIO DE SALUD DE CÓRDOBA,HOSPITAL DR. ARTURO ILLIA - ALTA GRACIA,2024-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,068-458-08,,"SUPLEMENTO ORAL CON HMB, VITAMINAS Y MINERALES X 400 GR P/ FORTALECIMIENTO DE MÚSCULOS Y HUESOS",FORTISIP ADVANCED VAINILLA 280 G,12,UNIDAD,73,Fortisip,-27.4648819,-58.8340973
MINISTERIO DE SALUD DE CÓRDOBA,HOSPITAL DR. ARTURO ILLIA - ALTA GRACIA,2024-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,068-458-08,,"SUPLEMENTO ORAL CON HMB, VITAMINAS Y MINERALES X 400 GR P/ FORTALECIMIENTO DE MÚSCULOS Y HUESOS",CUBITAN VAINILLA X 4 X 200 ML,12,UNIDAD,73,Cubitan,-27.4648819,-58.8340973
MINISTERIO DE SALUD DE CÓRDOBA,HOSPITAL DR. ARTURO ILLIA - ALTA GRACIA,2024-04-03,30 días según Ley 10.155 - Decreto Reglamentario 305/14,068-458-08,,MODULO PROTEICO A BASE DE CASEINATO DE CALCIO DE ALTO VALOR BIOLOGICO .POLVO X 250 G -- SECALBUM,SECALBUM LATA X 225 GR,1,UNIDAD,74,Secalbum,-27.4648819,-58.8340973
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,"Fórmula Láctea en polvo para recién nacidos de bajo peso o prematuros. Presentación: envases por 400g Tipo Nutrilon Prematuros, Pre Nan",NUTRILON PREMATUROS 1 X 400GR,395,UNIDAD,1,Nutrilon,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,"Fórmula Láctea de continuación en polvo para lactantes de 6-12 meses de edad. Presentación: envases por 800 g Tipo Vital Infantil 2, Sancor Bebé 2, Nutrilon 2",VITAL 2 LICITACIONES POUCH X 1KG,680,UNIDAD,3,Vital,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,Fórmula en polvo a base de caseinato de sodio hidrolizado para lactantes y niños. Presentación: Envases por 400 g Tipo: Kas 1000,KAS 1000 LATA X 400G,250,UNIDAD,4,Kas 1000,,
